,Unnamed: 0,artist,track,genres,lyrics
161,161,Jonas Brothers,S.O.S.,"['boy band', 'dance pop', 'pop', 'post-teen pop']","[Verse 1: Nick Jonas]
Told you I made dinner plans
For you and me and no one else
That don't include your crazy friends
Well, I'm done (I'm done)
With awkward situations, empty conversations

[Chorus: Joe Jonas]
Ooh, this is an S.O.S
Don't wanna second guess
This is the bottom line, it's true
I gave my all for you
Now my heart's in two
And I can't find the other half
It's like I'm walking on broken glass
Better believe I bled
It's a call I'll never get

[Verse 2: Nick Jonas]
So, this is where the story ends
A conversation on I.M
Well, I'm done (I'm done)
With texting sorry for the miscommunication

[Chorus: Joe Jonas]
Ooh, this is an S.O.S
Don't wanna second guess
This is the bottom line, it's true
I gave my all for you
Now my heart's in two
And I can't find the other half
It's like I'm walking on broken glass
Better believe I bled
It's a call I'll never get
[Bridge: Nick Jonas]
Next time I see you
I'm giving you a high five
'Cause hugs are overrated, just FYI

[Breakdown: Joe Jonas]
Ooh, this is an S.O.S
Don't wanna second guess
This is the bottom line, it's true
I gave my all for you
Now my heart's in two, yeah

[Chorus: Joe Jonas]
Ooh, this is an S.O.S
Don't wanna second guess
This is the bottom line, it's true
I gave my all for you
Now my heart's in two
And I can't find the other half
It's like I'm walking on broken glass
Better believe I bled
It's a call I'll never get

[Outro: Nick Jonas]
Call I'll never get
Call I'll never get8EmbedShare URLCopyEmbedCopy"
162,162,Keyshia Cole,I Should Have Cheated,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']","[Intro]
Ooh, ooh, oh
Baby

[Verse 1]
First of all let me say
You can't accuse me of all the things
You know that you are guilty of
And I see
That it is easy for you to blame everything on me
If that's the case, I should go have my fun
And do all the things you say I do
Boy, I can't continue to take this from you

[Chorus]
I might as well have cheated on you (You)
As much as you accused me of cheatin'
I might as well have lied to you
As much as you accused me of lyin'
I might as well have gone to the club
(I might as well, might as well)
As much as you accused me of clubbin'
(I might as well, might as well)
I might as well have thrown away my love
As much as you accused me
I should have cheated
[Verse 2]
You say I was out with somebody else
When my girl told me she saw you with some girl (Some girl)
But I didn't
Accuse you of something that I didn't see myself (See myself)
Realize that I would never do anything to disrespect you
Trust me, you gotta stop accusing me

[Chorus]
I might as well have cheated on you (Might as well, oh)
As much as you accused me of cheatin'
I might as well have lied to you (Oh)
As much as you accused me of lyin'
I might as well have gone to the club (Oh)
As much as you accused me of clubbin'
I might as well have thrown away my love (Oh)
As much as you accused me

[Bridge]
Don't you know I wish I knew
That you would treat me this way
If you don't promise me
That you'll change your ways, I'm leaving today
And I ain't coming back
And you made it like that
Was unfair to me
All this jealousy
I'm your everything
What will you do without me?
Why you trippin'?
[Chorus]
I might as well have cheated on you (Oh baby)
As much as you accused me of cheatin'
('Cause I might as well have)
I might as well have lied to you (Oh)
As much as you accused me of lyin' (Baby, baby)
I might as well have gone to the club
As much as you accused me of clubbin'
I might as well have thrown away my love
(I should have gave it all away)
As much as you accused me
I should have cheated

[Breakdown]
I shoulda lied
I shoulda cheated
Maybe I should have went out to the club
Or maybe I, I shoulda done it
Shoulda given away all my love
Or maybe I, I should've played you
'Cause you don't appreciate me, no
And I tried to stay down with you
But you're making it hard for me

[Chorus]
I might as well have cheated on you (Can't you see, baby?)
As much as you accused me of cheatin' (Ooh)
I might as well have lied to you
As much as you accused me of lyin' (But I didn't)
I might as well have gone to the club ('Cause I love you)
As much as you accused me of clubbin'
(I might as well, might as well)
I might as well have thrown away my love (Baby)
As much as you accused me
I should have cheated
[Outro]
As much as you accused me of cheatin'
I should have cheated (Ooh)
As much as you accused me of lyin' (Whoa, lyin', lyin')
As much as you accused me of clubbin', clubbin', clubbin'
(I love you)
As much as you accused me of cheatin'
I should have cheated
I should have cheated
I should have cheated
I should have cheated7EmbedShare URLCopyEmbedCopy"
163,163,Yellowcard,Lights And Sounds,"['bow pop', 'emo', 'pop punk', 'socal pop punk']","[Verse 1]
Hello you, how was the rest?
You made it through but nevertheless
I got you out on a wire
You be love and I'll be a liar
Tell it all and fill up the air
But make it loud cause nobody's there
Nobody’s there
Nobody’s there

[Chorus]
Stop, turn, take a look around
At all the lights and sounds
Let them bring you in
Slow burn, let it all fade out
Pull the curtain down
And wonder where you’ve been

[Verse 2]
Make it new but stay in the lines
Just let go but keep it inside
Smile big for everyone
Even when you know what they've done
They gave you the end but not where to start
Not how to build, how to tear it apart
So tell it all and fill up the air
But make it loud cause nobody's there
Nobody’s there
[Chorus]
Stop, turn, take a look around
At all the lights and sounds
Let them bring you in
Slow burn, let it all fade out
Pull the curtain down
And wonder where you’ve been

[Bridge]
I've got a way to work this out
I've got a way and you know how
I've got a way to work this out
I've got a way and you know how
I've got a way to work this out
I've got a way

[Chorus]
Stop, turn, take a look around
At all the lights and sounds
Let them bring you in
Slow burn, let it all fade out
Pull the curtain down
And wonder where you’ve been
You’ve earned everything you’ve found
And painted faces frown
I'll say I knew you when3EmbedShare URLCopyEmbedCopy"
164,164,Paramore,Misery Business,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']","[Intro]
Hit that, hit that snare

[Verse 1]
I'm in the business of misery, let's take it from the top
She's got a body like an hourglass, it's ticking like a clock
It's a matter of time before we all run out
When I thought he was mine, she caught him by the mouth
I waited eight long months, she finally set him free
I told him I couldn't lie, he was the only one for me
Two weeks and we caught on fire
She's got it out for me, but I wear the biggest smile

[Chorus]
Whoa, I never meant to brag
But I got him where I want him now
Whoa, it was never my intention to brag
To steal it all away from you now
But God, does it feel so good
'Cause I got him where I want him now
And if you could, then you know you would
'Cause God, it just feels so
It just feels so good

[Verse 2]
Second chances, they don't ever matter, people never change
Once a whore, you're nothing more, I'm sorry, that'll never change
And about forgiveness, we're both supposed to have exchanged
I'm sorry, honey, but I passed it up, now look this way
Well, there's a million other girls who do it just like you
Looking as innocent as possible to get to who
They want and what they like, it's easy if you do it right
Well I refuse, I refuse, I refuse!
[Chorus]
Whoa, I never meant to brag
But I got him where I want him now
Whoa, it was never my intention to brag
To steal it all away from you now
But God, does it feel so good
'Cause I got him where I want him right now
And if you could, then you know you would
'Cause God, it just feels so
It just feels so good

[Bridge]
I watched his wildest dreams come true
And not one of them involving you
Just watch my wildest dreams come true
Not one of them involving

[Breakdown]
Whoa, I never meant to brag
But I got him where I want him now

[Chorus]
Whoa, I never meant to brag
But I got him where I want him now
Whoa, it was never my intention to brag
To steal it all away from you now
But God, does it feel so good
'Cause I got him where I want him now
And if you could, then you know you would
'Cause God, it just feels so
It just feels so good72EmbedShare URLCopyEmbedCopy"
165,165,Faith Evans,You Gets No Love,"['hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary', 'hip pop', 'pop rap', 'dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']","[Intro]
I know it's not too ghetto
I know it's not too ghetto
I said I know it's not too ghetto
You better check yourself, respect yourself
You better go for self because I flow for self
(You gets no love from me)

[Verse 1]
I'll tell you why there's no love
Simply you're not cool enough
For what we had between us
Don't you know you lost my trust

People ask me where you've been
And I tell them we're just friends
'Cause it's so obvious that it's never gonna work for us
Oh, no (No)

[Chorus]
Play with my emotions, you gets no devotion
And you gets no love, gets no love
You can't get no love from me
You can't even be my friend
And you gets no love again
Whatever you do it will come back to you
You gets no love from me
[Verse 2]
Tell you why we can't hook up
(You gets no love)
'Cause I had about enough
(You gets no love)
Hearing all the lies you tell
(You gets no love...
Boy, I though I knew you well
...from me)

People think that you're my man (my man)
They don't even understand
(They don't even understand because)
Just because I let you get some
That don't make you the one
We ain't even in love
You know that you play

[Chorus] (P. Diddy)
Play with my emotions, you gets no devotion
You gets no love, gets no love
You can't get no love from me
You can't even be my friend (yeah)
And you gets no love again (come on)
Said you gets no love, gets no love
(Ayo, Faith, let me talk to 'em one time, check this out)
You gets no love from me
[P. Diddy]
Yo, how the situation get so raw
To the point we don't kiss no more
Things I miss, you don't miss no more
That night I met you on the disco floor
Every night since missed you more
Making hits on tour
Now when I knock, you don't answer the door
The phone ring, you don't answer no more
'Cause you ain't tryna chance it no more
Got to find me a new diva
Something pretty for P. Diddy and his two-seater

[Loon]
Now you could never have a piece of my love
So when you see me don't reach for no hug
And don't speak in the club
Don't tell me how you deeply in love
Other day you tried to greet me with thugs
That wanted to heat me with slugs
See the message on my beeper was bugged
Try to chill, lay deep in the cut
But you keeping it up
Even my girl think of beating you up
The way you keeping in touch
She don't know if niggas cheating or what
[Bridge]
Boy, we had a cool relationship
But you couldn't handle it

Play with my emotions, you gets no devotion
Whatever you do it will come back to you
You can't even be my friend
And you gets no love again
Said you gets no love, gets no love, gets no love from me

Play with my emotions, you gets no devotions
Whatever you do it will come back to you
You can't even be my friend
And you gets no love again
You gets no love from meEmbedShare URLCopyEmbedCopy"
166,166,Juvenile,Set It Off,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","KICK ASS!
(Mmm-hmm) C'mon
(Uh-huh, mm-hmm)
Y'all boys don't know NUTTIN bout me (mm-hmm, uh-huh)
Ya heard? .. ""Ladies and gentlemen!""

[Juvenile]
I'mma T.C. soldier, New Orleans stunna
If a bitch leave me, I'mma take everything from her
Leave while ya can, or ya mom will pick ya rum up
I'mma find me some new pussy, and buy a Four-Runner
I walk with a limp, cause my nuts heavy
And I like it from the back so hold your butt steady
I know I got some big lips, but I ain't trippin
And momma I love pussy, but I ain't lickin
Now prepare yourself for a smooth dickin
You don't want it girl? You don't know, what you missin
I'm the baddest boss nigga walkin, you ain't heard?
I got a team of head busters waitin to give 'em the word
I gotta few in the East Coast, a few in the West
Down-South to Mid-W, whattup to the rest
Can't forget about the ghetto where they strugglin in debt
No matter what I do dawg, I love my set - ""Ladies and gentlemen!""

[Hook: Juvenile]
Woadie, Wassup, Wodette, Wassup, Wodie, Wassup
Set it off in this motherfucker
Wodie, Wassup, Wodette, Wassup, Wodie, Wassup
Set it off in this motherfucker
Wodie, Wassup, Wodette, Wassup, Wodie, Wassup
Set it off in this motherfucker
Wodie, Wassup, Wodette, Wassup, Wodie, Wassup
Set it off in this motherfucker
[Juvenile]
The niggidy niggidy Nile's in this bitch, get right
Fuck what you heard on the street it's CMR for life
Still ridin on dubs, sippin brown and white
Jump stupid if you want bitch we gon' clown tonite
We got twenty-five choppers in the V.I.P
Cristal and 40 yack and a pound of weed
I know you wait for me to get drunk, and follow me home
Picture what I'mma give you though - a shot to yo' dome
Fuck it if your boys gon' be talkin they gon' get hit too
I'm really not givin a fuck, long as I get you
Jamie, Fresh, Joe, Bubba
Ya gotta admit ha, Juvie a motherfucker
I'mma general, executin the plan
Got a vision of the 3rd Ward, rulinn the land
Runnin up on hoes, tellin them to jump in the van
Mommy please come break off just me and my man

[Hook]

[Juvenile]
55% of these niggas is fake
The other 45% be handlin they weight
55% of these women is hoes
The other 45% be playin they role
Mr. Officer, Mr. Officer
Take these motherfuckin cuffs off of us
We ain't kill nobody in this car, for us
And ridin on 20's is the law for us
I ain't from France, but excuse my french
Fuck ya if ya hatin, nigga save that then
I been dealin wit you bitches from way back then
Plus I kept a fire duck off the lay back in
You say my momma played me and J be tight
Cause Juvie takin care, so everything alright
Bitches see the sliver seraph wit them phat ass pipes
Bein followed by some niggas on some bad ass bikes
[Hook]1EmbedShare URLCopyEmbedCopy"
167,167,Maroon 5 Featuring Rihanna,If I Never See Your Face Again,"['pop', 'pop rock']","[Verse 1: Adam Levine]
Now as the summer fades, I let you slip away
You say I'm not your type, but I can make you sway
It makes you burn to learn you're not the only one
I'd let you be if you put down your blazing gun

[Pre-Chorus: Rihanna & Adam Levine]
Now you've gone somewhere else far away
I don't know if I will find you (Find you, find you)
But you feel my breath on your neck
Can't believe I'm right behind you (Right behind you)

[Chorus: Adam Levine, Rihanna, Both]
'Cause you keep me coming back for more (Coming back for more)
And I feel a little better than I did before
If I never see your face again, I don't mind
'Cause we got much further than I thought we'd get tonight

[Verse 2: Rihanna & Adam Levine]
Sometimes you move so well, it's hard not to give in
I'm lost, I can't tell where you end and I begin
It makes you burn to learn I'm with another man
I wonder if he's half the lover that I am

[Pre-Chorus: Adam Levine & Rihanna]
Now you've gone somewhere else far away
I don't know if I will find you (Find you, find you)
But you feel my breath on your neck
Can't believe I'm right behind you (Right behind you)
[Chorus: Adam Levine & Rihanna]
'Cause you keep me coming back for more (Coming back for more)
And I feel a little better than I did before
If I never see your face again, I don't mind
'Cause we got much further than I thought we'd get tonight

[Bridge: Adam Levine & Rihanna]
Baby, baby, please believe me
Find it in your heart to reach me
Promise not to leave me behind
(Promise not to leave me behind)
Take me down, but take it easy
Make me think, but don't deceive me
Torture me by taking your time
(Talk to me, yeah, talk to me)

[Chorus: Rihanna with Adam Levine]
'Cause you keep me coming back for more
And I feel a little better than I did before
If I never see your face again, I don't mind
'Cause we got much further than I thought we'd get tonight
(Talk to me, yeah, talk to me)

[Chorus: Adam Levine, (Rihanna), Adam Levine & Rihanna]
Keep me coming back for more (Coming back for more)
And I feel a little better than I did before (Did before)
If I never see your face again, I don't mind
'Cause we got much further than I thought we'd get tonight2EmbedShare URLCopyEmbedCopy"
168,168,Busta Rhymes Featuring P. Diddy & Pharrell,Pass The Courvoisier Part II,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'pop rap']","[Intro: Busta Rhymes]
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Verse 1: Busta Rhymes & P. Diddy]
Act a fool, you better watch out
Hot shit be bringin the cops out
Street niggas is ringin them shots out
Short circuit and blacken the blocks out
Now open up the garage and pull the drops out
Rockin the fur coat bringin the blue fox out
Diamonds light up the block, runnin the blue rocks out
Whylin till all of my crew knocks out
Get yo' ass up on the floor
Huh, throw ya hands if you wan't some more
Baby, wiggle your crotch out, huh
And peep the way we be blowin them spots out
C'mon, look how we got 'em ready to act out
Girl, I'm ready to give it twistin your back out
Drink yack till a nigga fallin out
Flat on his back now watch a nigga crawlin out, talk to me
[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girls rollin' and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say?
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {Pass the Courvoisier}
Everybody sing it now {Pass the Courvoisier}

[Verse 2: Busta Rhymes & P. Diddy]
Girl, you need to shake it off
Too much hair on your cho-cha, then shave it off
C'mon, jump smack yo' ass and break it off
And if it's too hot for y'all? You need to take it off
In case you ain't knowin niggas we on a roll now
Diddy, like we done stumbled on a pot of gold now - c'mon
Food spillin all out of the bowl now, huh!
Money thick, get harder to fold now - c'mon
Ladies tell me if you're feelin {alright}
And are you sure that you up for doin it {all night}
I like this
Listen, before you ass bet, nigga
We wreck shit and we ain't even blacked yet
Niggas all around and police rapidly shut down the block
And the club ain't even packed yet - c'mon
Nuff drinkin at the bar hold it down whylin out
'til the club is closed down, talk to me
[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {Pass the Courvoisier}
Everybody sing it now {Pass the Courvoisier}

[Bridge: Busta Rhymes]
(JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Verse 3: Busta Rhymes & P. Diddy]
Rob a bank my nigga, cash rule
Bust it, let's get this money and act like a damn fool
Fuck it, act stupid and jump in the damn pool - huh!
Bone bitches and me and they man's cool
C'mon, shit I'm sayin, just put your bank up, nigga
Put me and Diddy together you bankrupt - c'mon
Fly niggas we full of finesse y'all, yeah!
Me and my niggas is fittin to bless y'all - c'mon
Don't talk about it, be about it (Shut up!)
Live niggas come and be around it (What up?)
C'mon, rep to the fullest now - huh!
These niggas ain't knowin how we gon' put it down - c'mon
Cock, aim and shoot to spray it down
Steamrollin you niggas and lay it down
Niggas frontin with they thug image but we pay them no mind
Now drink until the bottle finished, talk to me
[Hook: Pharell & (Busta Rhymes)]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'monn)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {*Pass the Courvoisier*}
Everybody sing it now {*Pass the Courvoisier*}

[Bridge]
(JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna (JUMP JUMP!!!!)
Don't this shit make a nigga wanna

[Hook: Pharell & Busta Rhymes]
I said Busta (whassup son?)
You leave them girl rollin... and it look like (c'mon)
They asses is swollen (and they ass gettin big now)
But if your man babysittin (uh-huh) then what you gon' say
(What we gon' tell 'em man?)
We gon' tell that nigga (Pass the Courvoisier)
We gon' tell that brotha (Pass the Courvoisier)
Everybody sing it now {*Pass the Courvoisier*}
Everybody sing it now {*Pass the Courvoisier*}6EmbedShare URLCopyEmbedCopy"
169,169,Lonestar,Mr. Mom,"['contemporary country', 'country', 'country road']","[Intro]
Oh, yeah

[Verse 1]
Lost my job, came home mad
Got a hug and a kiss and ""that's too bad""
She said, ""I can go to work until you find another job""
I thought, I like the sound of that
Watch TV and take long naps
Go from a hard working dad to being Mr. Mom

[Chorus]
Well
Pampers melt in a Maytag dryer
Crayons go up one drawer higher
Rewind Barney for the fifteenth time
Breakfast six, naps at nine
There's bubble gum in the baby's hair
Sweet potatoes in my lazy chair
Been crazy all day long
And it's only Monday Mr. Mom

[Verse 2]
Football, soccer, and ballet
Squeeze in Scouts and PTA
And there's that shopping list she left that's seven pages long
How much smoke can one stove make?
The kids won't eat my charcoal cake
It's more than any man can take
Being Mr. Mom
[Chorus]
Well
Pampers melt in a Maytag dryer
Crayons go up one drawer higher
Rewind Barney for the sixteenth time
Breakfast six, naps at nine
There's bubble gum in the baby's hair
Sweet potatoes in my lazy chair
Been crazy all day long
And it's only Monday Mr. Mom

[Bridge]
Before I fall in bed tonight
If the dog didn't eat the classifieds
I'm gonna look just one more time

[Chorus]
'Cause
Pampers melt in a Maytag dryer
Crayons go up one drawer higher
Rewind Barney for the eighteenth time
Breakfast six, naps at nine
There's bubble gum in the baby's hair
Sweet potatoes in my lazy chair
Been crazy all day long
Oh, been crazy all day long
And it's only Monday Mr. Mom
Oh, Mr. Mom
[Outro]
Balancin' checkbooks, juggling bills
Thought there was nothing to it
Baby, now I know how you feel
What I don't know is how you do it
Oh
Honey, you're my hero2EmbedShare URLCopyEmbedCopy"
170,170,Brooks & Dunn,Ain't Nothing 'Bout You,"['contemporary country', 'country', 'country road', 'country rock', 'contemporary country']","[Verse 1]
Once I thought that love was something I could never do
Never knew that I could feel this much
But this yearning in the deep part of my heart for you
Is more than a reaction to your touch
It's a perfect passion
And I can't get enough

[Chorus]
The way you look, the way you laugh
The way you love with all you have
There ain't nothing 'bout you
That don't do something for me
The way you kiss, the way you cry
The way you move when you walk by
There ain't nothing 'bout you (Nothing 'bout you)
That don't do something for me

[Verse 2]
In my life I've been hammered by some heavy blows
That never knocked me off my feet
All you gotta do is smile at me and down I go
And baby, it's no mystery
Why I surrender
Girl, you got everything
[Chorus]
The way you look, the way you laugh
The way you love with all you have
There ain't nothing 'bout you
That don't do something for me
The way you kiss, the way you cry
The way you move when you walk by
There ain't nothing 'bout you (Nothing 'bout you)
That don't do something for me

[Bridge]
I love your attitude, your rose tattoo, your every thought
Your smile, you lips and girl, the list goes on and on and on

[Chorus]
The way you look, the way you laugh
The way you love with all you have
There ain't nothing 'bout you (Nothing 'bout you)
That don't do something for me
The way you kiss, the way you cry
The way you move when you walk by
There ain't nothing 'bout you
That don't do something for me (Something for me)
The way you look, the way you laugh
The way you love with all you have
Your dance, your drive, you make me feel alive
The way you talk, the way you tease
By now I think you see
There ain't nothing 'bout you (Nothing 'bout you)
That don't do something for me
(Something for me)EmbedShare URLCopyEmbedCopy"
171,171,Trace Adkins,Ladies Love Country Boys,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']","[Intro]
This is for all you sophisticated ladies out there

[Verse 1]
She grew up in the city in a little subdivision
Her daddy wore a tie, mama never fried a chicken
Ballet, straight-As, most likely to succeed
They bought her a car after graduation
Sent her down South for some higher education
Put her on the fast track to a Law Degree
Now she's coming home to visit
Holding the hand of a wild-eyed boy
With a farmers tan

[Chorus]
Shes riding in the middle of his pickup truck
Blaring Charlie Daniels, yelling, Turn it up!
They raised her up a lady, but there's one thing
They couldn't avoid
Ladies love country boys

[Verse 2]
You know mamas and daddies want better for their daughters
Hope they'll settle down with a doctor or a lawyer
And their uptown, ball gown, hand-me-down royalty
They never understand why their princess falls
For some camouflage britches and a southern-boy-drawl
[Chorus]
She's riding in the middle of his pickup truck
Blaring Hank Jr., yelling, turn it up
They raised her up a lady, but there's one thing
They couldn't avoid, ladies love country boys

[Bridge]
You can train them, you can try to teach them
Right from wrong but its still going to turn them on

[Chorus]
She's riding in the middle of his pickup truck
Blaring Lynyrd Skynyrd, yelling, turn it up
They raised her up a lady, but there's one thing
They couldn't avoid, ladies love country boys

[Outro]
They love us country boysEmbedShare URLCopyEmbedCopy"
172,172,Keyshia Cole,You Complete Me,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']","[Intro]
Can you hear me out there?
Have you ever had someone who loved you?
Never leave your side
I know you'll be here because you love me
Yes, you do

[Verse 1]
I'm givin' all my life and all my love
If you promise that you'll be here forever
I'll give you all of me, I'll give you everything
If you promise you'll never leave me

[Pre-Chorus]
What my friends say don't matter
You've been right here from the start
And I'll get on my knees, I'll give you all of me
You'll never leave my side
Because

[Chorus]
You love me (Yeah)
You complete me (Alright)
You hold my heart in your hands (Yeah, yeah)
And it's okay (It's okay)
'Cause I trust that (Yeah, yeah)
You'll be the best man that you can
Baby, you love me, yeah
Oh, yes you do, yeah
[Verse 2]
And no matter what they ever say about you
I'm gonna stay by your side
Promise me no matter what they say about me
That you're gonna be here until the end of time
'Cause you held me down when nobody was around
And gave me all the love I need
So give me more, don't you ever leave
'Cause you complete me
I know...

[Chorus]
You love me (You love me, yeah)
You complete me
You hold my heart in your hands (Hold my heart in your hands)
And it's okay (It's okay)
'Cause I trust that (Yeah, yeah)
You'll be the best man that you can
'Cause you love me...

[Bridge]
Give me my heart back
Give me my love back, baby (Oh, yes you do)
I want it all
Because it's never enough (Hey, give me all your love, I want it all)
Give me my heart
Give me my love back, baby
I want it all
Because it's never enough
[Chorus]
You love me (I know you do)
You complete me (Yeah)
You hold my heart in your hands
And it's okay (It's okay)
'Cause I trust that (Yeah, yeah)
You'll be the best man that you can (You gotta do us okay)
'Cause you love me (Know it in your heart)
You complete me
You hold my heart in your hands (Know it in your soul)
And it's okay
'Cause I trust that (Yeah, yeah)
You'll be the best man that you can
And it's okay

[Outro]
I know you do you, I know you do
Yes, you do, I need you too
Yeah, I love you, baby, yeah, oh3EmbedShare URLCopyEmbedCopy"
173,173,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",
174,174,Shinedown,Second Chance,"['alternative metal', 'modern rock', 'nu metal', 'post-grunge']","[Verse 1]
My eyes are open wide
By the way, I made it through the day
I watched the world outside
By the way, I'm leaving out today

[Pre-Chorus]
Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Verse 2]
Please don't cry one tear for me
I'm not afraid of what I have to say
This is my one and only voice
So listen close, it's only for today
[Pre-Chorus]
Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Bridge]
Here's my chance
This is my chance

[Chorus]
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand
[Post-Chorus]
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

[Outro]
Sometimes ""Goodbye"" is a second chance
Sometimes ""Goodbye"" is a second chance26EmbedShare URLCopyEmbedCopy"
